ID	Name	Matches	
3.4.11.16-RXN	a peptide with an N-terminal Xaa-Trp dipeptide + H<sub>2</sub>O  &rarr;  a proteinogenic amino acid + a peptide with an N-terminal L-tryptophan + H<SUP>+</SUP>	Amino-Acids-20, WATER, PROTON	
3.4.14.12-RXN	a peptide with proline in the third position + H<sub>2</sub>O  &rarr;  a tripeptide with C-terminal L-proline + a peptide	Prolyltripeptides, WATER	
TRANS-RXN-398	a peptide<sub>[out]</sub> + ATP + H<sub>2</sub>O  &rarr;  a peptide<sub>[in]</sub> + ADP + phosphate + H<SUP>+</SUP>	ADP, ATP, WATER, PROTON, Pi	
RXN-22612	a peptidoglycan (<i>L. plantarum</i>)<SUB>[out]</SUB> + H<sub>2</sub>O<SUB>[out]</SUB>  &rarr;  a peptidoglycan with <i>N</i>-acetyl-&beta;-D-glucosamine at the reducing end (<i>L. plantarum</i>)<SUB>[out]</SUB> + a peptidoglycan with <i>N</i>-acetylmuramoyl-pentadepsipeptide at the non-reducing end (<i>L. plantarum</i>)<SUB>[out]</SUB>	PEPTIDOGLYCANS-L-PLANTARUM, A-PEPTIDOGLYCAN-WITH-N-ACETYL-BETA-D-GLUC-REDUCING, A-PEPTIDOGLYCAN-WITH-N-ACETYLMURAMOYL-PENTADEPSIPEPTIDE, WATER	
RXN-11290	a peptidoglycan + H<sub>2</sub>O  &rarr;  a deacetylated peptidoglycan + acetate	Deacetylated-Peptidoglycan, Peptidoglycans, ACET, WATER	
RXN-22591	a peptidoglycan + H<sub>2</sub>O  &rarr;  a peptidoglycan with <i>N</i>-acetyl-&beta;-D-glucosamine at the reducing end + a peptidoglycan with <i>N</i>-acetylmuramoyl-pentapeptide at the non-reducing end	Peptidoglycans, GlcNAC-Peptidoglycan, NAcMur-Peptide-Peptidoglycan, WATER	
3.2.1.17-RXN	a peptidoglycan + H<sub>2</sub>O  &rarr;  a peptidoglycan with <i>N</i>-acetylmuramoyl-pentapeptide at the reducing end + a peptidoglycan with <i>N</i>-acetyl-&beta;-D-glucosamine at the non-reducing end	Peptidoglycans, Peptidoglycan-GlcNAC, Peptide-Peptidoglycan-NAcMur, WATER	
RXN-17392	a peptidoglycan internal segment (with L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine tetrapeptide)<SUB>[periplasm]</SUB>  &rarr;  a mature peptidoglycan (with L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine tetrapeptide)<SUB>[periplasm]</SUB> + a mature peptidoglycan (with L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine tetrapeptide) (non-reducing terminus)<SUB>[periplasm]</SUB>	CPD-17986, CPD-18805, CPD-18804	
RXN-16659	a peptidoglycan internal segment with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide + a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide  &rarr;  a nascent peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing) + D-alanine	CPD-17927, CPD-17932, CPD-17931, D-ALANINE	
RXN-22576	a peptidoglycan internal segment with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-glycine) tetrapeptide<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  a peptidoglycan internal segment with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide<SUB>[periplasm]</SUB> + glycine<SUB>[periplasm]</SUB>	A-PEPTIDOGLYCAN-MDAP-TRIPEPTIDE, CPD-24805, GLY, WATER	
RXN0-5407	a peptidoglycan internal segment with L,D cross links (<i>meso</i>-diaminopimelate containing)<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  a peptidoglycan internal segment with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide<SUB>[periplasm]</SUB> + a peptidoglycan internal segment with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB>	A-PEPTIDOGLYCAN-MDAP-TRIPEPTIDE, CPD-24859, CPD0-1185, WATER	
RXN-22575	a peptidoglycan tripeptide crosslinked to murein lipoprotein<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  a murein lipoprotein<SUB>[periplasm]</SUB> + a peptidoglycan internal segment with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide<SUB>[periplasm]</SUB>	A-PEPTIDOGLYCAN-MDAP-TRIPEPTIDE, CPD0-1171, WATER	
RXN-22614	a peptidoglycan with cross-links (<i>L. plantarum</i>)<SUB>[out]</SUB> + H<sub>2</sub>O<SUB>[out]</SUB>  &rarr;  a peptide cleavage product 1 (<i>L. plantarum</i>)<SUB>[out]</SUB> + a peptidoglycan cleavage product 2 (<i>L. plantarum</i>)<SUB>[out]</SUB> + H<SUP>+</SUP><SUB>[out]</SUB>	CPD-24853, CPD-24854, PEPTIDOGLYCAN-WITH-CROSS-LINKS-L-PLANTARUM, WATER, PROTON	
3.4.24.75-RXN	a peptidoglycan with D,D cross-link (S. aureus) + H<sub>2</sub>O  &rarr;  a nascent peptidoglycan (<i>S. aureus</i>) + a peptidoglycan internal segment with cleaved pentaglycine bridge	CPD-24790, Peptidoglycan-With-Cle-Pentagly-Bridges, CPD-12230, WATER	
3.4.15.1-RXN	a peptidyl-dipeptidase A substrate + H<sub>2</sub>O  &rarr;  a peptide + a dipeptide	DIPEPTIDES, WATER	
3.4.15.4-RXN	a peptidyl-dipeptidase B substrate + H<sub>2</sub>O  &rarr;  a dipeptide + a peptide	DIPEPTIDES, WATER	
3.4.15.5-RXN	a peptidyl-dipeptidase Dcp substrate<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  a peptide<SUB>[periplasm]</SUB> + a dipeptide<SUB>[periplasm]</SUB>	DIPEPTIDES, WATER	
RXN-11941	a perthiol + a [Rhd protein]-L-cysteine  &rarr;  a thiol + a [Rhd protein] persulfide	Perthiols, Thiols, RhD-Persulfides, Rhd-L-Cysteine	
RXN-9551	a petroselinoyl-[acp] + H<sub>2</sub>O  &rarr;  petroselinate + acyl-carrier protein + H<SUP>+</SUP>	WATER, PROTON, CPD-8477	
RXN-9554	a petroselinoyl-[acp] + NADP<sup>+</sup>  &larr;  a (2E,6Z)-octadecadienoyl-[acp] + NADPH + H<SUP>+</SUP>	PROTON, NADP, NADPH	
ARYLSULFATE-SULFOTRANSFERASE-RXN	a phenol + an aryl sulfate  &harr;  an aryl sulfate + a phenol	Phenols, Aryl-sulfates	
TRANS-RXN1I0R-28	a phenol-soluble modulin<sub>[in]</sub> + ATP + H<sub>2</sub>O  &rarr;  a phenol-soluble modulin<sub>[out]</sub> + ADP + phosphate + H<SUP>+</SUP>	ADP, ATP, WATER, PROTON, Pi	
RXN-17270	a phenolcarboxyphthiodiolenone + H<SUP>+</SUP>  &rarr;  a phenolphthiodiolenone A + CO<SUB>2</SUB>	Phenolcarboxyphthiodiolenones, Phenolphthiodiolenone-A, CARBON-DIOXIDE, PROTON	
RXN-17258	a phenolphthiocerol + 2 a mycocerosyl-[mycocerosic acid synthase]  &rarr;  a dimycocerosyl phenolphthiocerol + 2 a holo-[mycocerosic acid synthase]	CPD-18669, Phenolphthiocerols	
RXN-17242	a phenolphthiodiolone + NADP<sup>+</sup>  &larr;  a phenolphthiodiolenone + NADPH + H<SUP>+</SUP>	Phenolphthiodiolenone, Phenolphthiodiolone, PROTON, NADP, NADPH	
RXN-17241	a phenolphthiotriol + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + a phenolphthiocerol + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, Phenolphthiocerols, Phenolphthiotriol, PROTON	
RXN-17240	a phenolphthiotriol + NADP<sup>+</sup>  =  a phenolphthiodiolone + NADPH + H<SUP>+</SUP>	Phenolphthiodiolone, Phenolphthiotriol, PROTON, NADP, NADPH	
ARYLESTERASE-RXN	a phenyl acetate + H<sub>2</sub>O  &rarr;  a phenol + acetate + H<SUP>+</SUP>	Phenols, Phenyl-Acetates, ACET, WATER, PROTON	
RXN-20889	a phenylalkanoate + ATP + coenzyme A  &rarr;  a phenylalkanoyl-CoA + AMP + diphosphate	Phenylalkanoates, Phenylalkanoyl-CoAs, AMP, ATP, CO-A, PPI	
ALKAPHOSPHA-RXN	a phosphate monoester + H<sub>2</sub>O  &rarr;  an alcohol + phosphate	Orthophosphoric-Monoesters, Alcohols, WATER, Pi	
ACID-PHOSPHATASE-RXN	a phosphate monoester + H<sub>2</sub>O  &rarr;  an alcohol + phosphate	Orthophosphoric-Monoesters, Alcohols, WATER, Pi	
RXN-13336	a phosphatidate + ATP  &harr;  a 1,2-diacyl-<i>sn</i>-glycerol 3-diphosphate + ADP	DIACYLGLYCEROL-PYROPHOSPHATE, L-PHOSPHATIDATE, ADP, ATP	
PHOSPHATIDATE-PHOSPHATASE-RXN	a phosphatidate + H<sub>2</sub>O  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + phosphate	DIACYLGLYCEROL, L-PHOSPHATIDATE, WATER, Pi	
RXN-20541	a phosphatidate + H<sub>2</sub>O  &rarr;  a 1-lysophosphatidate + a fatty acid + H<SUP>+</SUP>	2-Acyl-sn-glycerol-3-phosphates, Fatty-Acids, L-PHOSPHATIDATE, WATER, PROTON	
RXN4FS-2	a phosphatidyl-<i>N</i>-dimethylethanolamine + <i>S</i>-adenosyl-L-methionine  &rarr;  a phosphatidylcholine + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, CPD-160, PHOSPHATIDYLCHOLINE, PROTON	
2.1.1.71-RXN	a phosphatidyl-<i>N</i>-methylethanolamine + <i>S</i>-adenosyl-L-methionine  &rarr;  a phosphatidyl-<i>N</i>-dimethylethanolamine + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, CPD-160, CPD-405, PROTON	
RXN-14899	a phosphatidylcholine + 2 H<sub>2</sub>O  &rarr;  <i>sn</i>-glycero-3-phosphocholine + 2 a carboxylate + 2 H<SUP>+</SUP>	L-1-GLYCERO-PHOSPHORYLCHOLINE, Carboxylates, PHOSPHATIDYLCHOLINE, WATER, PROTON	
RXN-12386	a phosphatidylcholine + a 1,2-diacyl-<i>sn</i>-glycerol  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + a phosphatidylcholine	DIACYLGLYCEROL, PHOSPHATIDYLCHOLINE	
RXN-1641	a phosphatidylcholine + a 1,2-diacyl-<i>sn</i>-glycerol  &rarr;  a triacyl-<i>sn</i>-glycerol + a 2-lysophosphatidylcholine	DIACYLGLYCEROL, 2-Lysophosphatidylcholines, PHOSPHATIDYLCHOLINE, Triacylglycerols	
RXN-20510	a phosphatidylcholine + a phosphatidylethanolamine  &rarr;  an <i>N</i>-acylphosphatidylethanolamine + a 1-lysophosphatidylcholine + H<SUP>+</SUP>	2-Acylglycero-Phosphocholines, PHOSPHATIDYLCHOLINE, L-1-PHOSPHATIDYL-ETHANOLAMINE, N-Acylphosphatidylethanolamines, PROTON	
PHOSPHOLIPASE-C-RXN	a phosphatidylcholine + H<sub>2</sub>O  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + phosphocholine + H<SUP>+</SUP>	DIACYLGLYCEROL, PHOSPHATIDYLCHOLINE, WATER, PROTON, PHOSPHORYL-CHOLINE	
PHOSPHOLIPASE-A1-RXN	a phosphatidylcholine + H<sub>2</sub>O  &rarr;  a 1-lysophosphatidylcholine + a fatty acid + H<SUP>+</SUP>	2-Acylglycero-Phosphocholines, Fatty-Acids, PHOSPHATIDYLCHOLINE, WATER, PROTON	
PHOSPHOLIPASE-A2-RXN	a phosphatidylcholine + H<sub>2</sub>O  &rarr;  a 2-lysophosphatidylcholine + a fatty acid + H<SUP>+</SUP>	2-Lysophosphatidylcholines, Fatty-Acids, PHOSPHATIDYLCHOLINE, WATER, PROTON	
PHOSCHOL-RXN	a phosphatidylcholine + H<sub>2</sub>O  &rarr;  a phosphatidate + choline + H<SUP>+</SUP>	L-PHOSPHATIDATE, PHOSPHATIDYLCHOLINE, CHOLINE, WATER, PROTON	
RXN-10638	a phosphatidylcholine + L-serine  &rarr;  a phosphatidylserine + choline	PHOSPHATIDYLCHOLINE, L-1-PHOSPHATIDYL-SERINE, CHOLINE, SER	
RXN-22393	a phosphatidylcholine<sub>[in]</sub> + ATP + H<sub>2</sub>O  &rarr;  a phosphatidylcholine<sub>[out]</sub> + ADP + phosphate + H<SUP>+</SUP>	PHOSPHATIDYLCHOLINE, ADP, ATP, WATER, PROTON, Pi	
RXN2DNV-9	a phosphatidylethanolamine + &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-dephospho-lipid A (<i>H. pylori</i>)  &rarr;  &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-1-PEtN-lipid A (<i>H. pylori</i>) + a 1,2-diacyl-<i>sn</i>-glycerol	CPD2DNV-9, CPD2DNV-8, DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE	
RXN-16286	a phosphatidylethanolamine + &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A (<i>E. coli</i>)  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + 7-O-[2-aminoethoxy(hydroxy)phosphoryl]-&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A	KDO2-LIPID-A, CPD-11653, DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE	
RXN0-4581	a phosphatidylethanolamine + &alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB> (E. coli)  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + 7-O-[2-aminoethoxy(hydroxy)phosphoryl]-&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid IV<sub>A</sub>	KDO2-LIPID-IVA, PHOSPHATIDYLETHANOLAMINE-KDO2, DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE	
RXN-22836	a phosphatidylethanolamine + 2 ATP + a reduced two electron carrier + 2 H<sub>2</sub>O  &rarr;  a plasmenylethanolamine + 2 ADP + an oxidized electron carrier + 2 phosphate + H<sub>2</sub>O + 2 H<SUP>+</SUP>	L-1-PHOSPHATIDYL-ETHANOLAMINE, Alkyl-enyl-acyl-gly-P-EtOH-amines, Donor-H2, ADP, ATP, WATER, PROTON, Pi	
2.1.1.17-RXN	a phosphatidylethanolamine + <i>S</i>-adenosyl-L-methionine  &rarr;  a phosphatidyl-<i>N</i>-methylethanolamine + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, CPD-405, L-1-PHOSPHATIDYL-ETHANOLAMINE, PROTON	
RXN-20503	a phosphatidylethanolamine + a 1-arachidonoyl-2-acyl-<i>sn</i>-glycero-3-phosphocholine  &rarr;  an <i>N</i>-arachidonoyl-phosphatidylethanolamine + a 1-lysophosphatidylcholine + H<SUP>+</SUP>	1-arachidonoyl-PC, 2-Acylglycero-Phosphocholines, L-1-PHOSPHATIDYL-ETHANOLAMINE, N-arachidonoyl-PE, PROTON	
RXN0-7012	a phosphatidylethanolamine + a phosphatidylglycerol  &rarr;  a cardiolipin + ethanolamine	CARDIOLIPIN, L-1-PHOSPHATIDYL-ETHANOLAMINE, L-1-PHOSPHATIDYL-GLYCEROL, ETHANOL-AMINE	
RXN0-7272	a phosphatidylethanolamine + glycerol  &rarr;  a phosphatidylglycerol + ethanolamine	L-1-PHOSPHATIDYL-ETHANOLAMINE, L-1-PHOSPHATIDYL-GLYCEROL, ETHANOL-AMINE, GLYCEROL	
RXN-1382	a phosphatidylethanolamine + L-serine  &harr;  a phosphatidylserine + ethanolamine	L-1-PHOSPHATIDYL-ETHANOLAMINE, L-1-PHOSPHATIDYL-SERINE, ETHANOL-AMINE, SER	
RXN-16283	a phosphatidylethanolamine + lipid A (<i>E. coli</i>) + H<SUP>+</SUP>  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + lipid A 1-(2-aminoethyl diphosphate) (<i>E. coli</i>)	DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE, PROTON, CPD0-1283, Lipid-A-1-2-aminoethyl-PP	
RXN-16282	a phosphatidylethanolamine + lipid A (<i>E. coli</i>) + H<SUP>+</SUP>  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + lipid A 4'-(2-aminoethyl diphosphate) (<i>E. coli</i>)	DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE, PROTON, CPD0-1283, Lipid-A-4prime-2-aminoethyl-PP	
RXN-16284	a phosphatidylethanolamine + lipid A 1-(2-aminoethyl diphosphate) (<i>E. coli</i>) + H<SUP>+</SUP>  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + lipid A 1,4'-<i>bis</i>(2-aminoethyl diphosphate) (<i>E. coli</i>)	DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE, PROTON, Lipid-A-1-4prime-2-aminoethyl-PP, Lipid-A-1-2-aminoethyl-PP	
RXN-22392	a phosphatidylethanolamine<sub>[in]</sub> + ATP + H<sub>2</sub>O  &rarr;  a phosphatidylethanolamine<sub>[out]</sub> + ADP + phosphate + H<SUP>+</SUP>	L-1-PHOSPHATIDYL-ETHANOLAMINE, ADP, ATP, WATER, PROTON, Pi	
RXN0-6952	a phosphatidylethanolamine<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  a 1-lysophosphatidylethanolamine<SUB>[periplasm]</SUB> + a fatty acid<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>	2-ACYL-GPE, Fatty-Acids, L-1-PHOSPHATIDYL-ETHANOLAMINE, WATER, PROTON	
RXN0-6725	a phosphatidylethanolamine<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  a fatty acid<SUB>[periplasm]</SUB> + a 2-lysophosphatidylethanolamine<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>	2-LYSOPHOSPHATIDYLETHANOLAMINES, Fatty-Acids, L-1-PHOSPHATIDYL-ETHANOLAMINE, WATER, PROTON	
RXN-22561	a phosphatidylethanolamine<SUB>[periplasm]</SUB> + lipid A-core oligosaccharide (<i>E. coli</i> K-12 core type)<SUB>[periplasm]</SUB>  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol<SUB>[periplasm]</SUB> + lipid A-core oligosaccharide phosphoethanolamine (KdoII)<SUB>[periplasm]</SUB>	DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE, CPD-21359, CPD-24804	
RXN-14363	a phosphatidylethanolamine<SUB>[periplasm]</SUB> + lipid A-core oligosaccharide (<i>E. coli</i> K-12 core type)<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol<SUB>[periplasm]</SUB> + lipid A-core oligosaccharide phosphoethanolamine (hep I)<SUB>[periplasm]</SUB>	DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE, PROTON, CPD-21359, CPD-15238	
RXN-14379	a phosphatidylethanolamine<SUB>[periplasm]</SUB> + lipid A-core oligosaccharide (<i>E. coli</i> K-12 core type)<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol<SUB>[periplasm]</SUB> + lipid A-core oligosaccharide pyrophosphoethanolamine<SUB>[periplasm]</SUB>	DIACYLGLYCEROL, L-1-PHOSPHATIDYL-ETHANOLAMINE, PROTON, CPD-21359, CPD-15242	
RXN-18035	a phosphatidylglycerol + a 1,2-diacyl-3-O-[&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl]-<i>sn</i>-glycerol  &rarr;  1,2-diacyl-3-O-[6-<i>O</i>-(<i>sn</i>-glycerol phospho)-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl)]-<i>sn</i>-glycerol + a 1,2-diacyl-<i>sn</i>-glycerol	Gro-P-Glc2-DAG, diacyl-3-O-glucl-1-6-gluc-sn-glycerol, DIACYLGLYCEROL, L-1-PHOSPHATIDYL-GLYCEROL	
LYSYLTRANSFERASE-RXN	a phosphatidylglycerol + an L-lysyl-[tRNA<SUP>Lys</SUP>]  &rarr;  3-<i>O</i>-L-lysyl-1-<i>O</i>-phosphatidylglycerol + a tRNA<SUP>Lys</SUP>	3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL, L-1-PHOSPHATIDYL-GLYCEROL	
RXN0-5223	a phosphatidylglycerol + ATP  &rarr;  a phosphatidylglycerophosphate + ADP + H<SUP>+</SUP>	L-1-PHOSPHATIDYL-GLYCEROL, L-1-PHOSPHATIDYL-GLYCEROL-P, ADP, ATP, PROTON	
RXN-10807	a phosphatidylglycerol + H<sub>2</sub>O  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + <i>sn</i>-glycerol 3-phosphate + H<SUP>+</SUP>	GLYCEROL-3P, DIACYLGLYCEROL, L-1-PHOSPHATIDYL-GLYCEROL, WATER, PROTON	
TRANS-RXN-1533	a phosphatidylglycerol<sub>[cytosol]</sub>  &rarr;  a phosphatidylglycerol<sub>[extracellular space]</sub>	L-1-PHOSPHATIDYL-GLYCEROL	
PGLYCEROLTRANSI-RXN	a phosphatidylglycerol<SUB>[periplasm]</SUB> + an osmoregulated periplasmic glucan<SUB>[periplasm]</SUB>  &harr;  an osmoregulated periplasmic glucan with phosphoglycerol substituent<SUB>[periplasm]</SUB> + a 1,2-diacyl-<i>sn</i>-glycerol<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>	DIACYLGLYCEROL, L-1-PHOSPHATIDYL-GLYCEROL, MDO-D-Glucoses, CPD-16400, PROTON	
PGPPHOSPHA-RXN	a phosphatidylglycerophosphate + H<sub>2</sub>O  &rarr;  a phosphatidylglycerol + phosphate	L-1-PHOSPHATIDYL-GLYCEROL, L-1-PHOSPHATIDYL-GLYCEROL-P, WATER, Pi	
RXN-20520	a phosphatidylinositol + H<sub>2</sub>O  &rarr;  a 1-lysophosphatidyl-D-myo-inositol + a fatty acid + H<SUP>+</SUP>	2-Acyl-1-lysophosphatidylinositols, Fatty-Acids, Phosphatidylinositols, WATER, PROTON	
RXN-20542	a phosphatidylserine + H<sub>2</sub>O  &rarr;  a 1-lysophosphatidylserine + a fatty acid + H<SUP>+</SUP>	1-Lysophosphatidylserines, Fatty-Acids, L-1-PHOSPHATIDYL-SERINE, WATER, PROTON	
RXN-20543	a phosphatidylserine + H<sub>2</sub>O  &rarr;  a 2-lysophosphatidylserine + a fatty acid + H<SUP>+</SUP>	1-Acyl-2-Lysophosaphatidylserines, Fatty-Acids, L-1-PHOSPHATIDYL-SERINE, WATER, PROTON	
PHOSPHASERDECARB-RXN	a phosphatidylserine + H<SUP>+</SUP>  &rarr;  a phosphatidylethanolamine + CO<SUB>2</SUB>	L-1-PHOSPHATIDYL-ETHANOLAMINE, L-1-PHOSPHATIDYL-SERINE, CARBON-DIOXIDE, PROTON	
3.6.3.1-RXN	a phospholipid<sub>[out]</sub> + ATP + H<sub>2</sub>O  &rarr;  a phospholipid<sub>[in]</sub> + ADP + phosphate + H<SUP>+</SUP>	ADP, ATP, WATER, PROTON, Pi	
PHOSPHORYLASE-PHOSPHATASE-RXN	a phosphorylase a + 4 H<sub>2</sub>O  &rarr;  a phosphorylase b + 4 phosphate	WATER, Pi	
2.7.11.19-RXN	a phosphorylase b + 2 ATP  =  a phosphorylase a + 2 ADP	ADP, ATP	
RXN-16995	a phosphorylated &beta;-phosphoglucomutase + &beta;-D-glucopyranose 1-phosphate  &harr;  glucose-1,6-bisphosphate + a &beta;-phosphoglucomutase + H<SUP>+</SUP>	CPD-448, GLUCOSE-16-DIPHOSPHATE, PROTON	
DEPHOSICITDEHASE-RXN	a phosphorylated isocitrate dehydrogenase + H<sub>2</sub>O  &rarr;  an isocitrate dehydrogenase + phosphate	WATER, Pi	
RXN-16425	a phosphorylated phosphoacetylglucosamine mutase + <i>N</i>-acetyl-D-glucosamine 6-phosphate  =  <i>N</i>-acetyl-D-glucosamine 1,6-bisphosphate + a phosphoacetylglucosamine mutase	N-ACETYL-D-GLUCOSAMINE-16-BIS-P, N-ACETYL-D-GLUCOSAMINE-6-P	
RXN-16997	a phosphorylated phosphoglucomutase + &alpha;-D-glucopyranose 1-phosphate  &harr;  &alpha;-D-glucose 1,6-bisphosphate + a phosphoglucomutase	GLC-1-P, ALPHA-GLUCOSE-16-BISPHOSPHATE	
RXN-16424	a phosphorylated phosphoglucosamine mutase + D-glucosamine 6-phosphate  =  glucosamine 1,6-diphosphate + a phosphoglucosamine mutase	D-GLUCOSAMINE-6-P, CPD0-1096	
PYRUVATE-KINASE-PHOSPHATASE-RXN	a phosphorylated pyruvate kinase + H<sub>2</sub>O  &rarr;  a pyruvate kinase + phosphate	WATER, Pi	
3.1.3.52-RXN	a phosphorylated-3-methyl-2-oxobutanoate dehydrogenase + H<sub>2</sub>O  &rarr;  a 3-methyl-2-oxobutanoate dehydrogenase + phosphate	WATER, Pi	
3.5.1.79-RXN	a phthalylamide + H<sub>2</sub>O  &rarr;  phthalate + a substituted amine + H<SUP>+</SUP>	A-PHTHALYLAMIDE, SUBSTITUTED-AMINE, WATER, PROTON, PHTHALATE	
RXN-17271	a phthiocerol + 2 a mycocerosyl-[mycocerosic acid synthase]  &rarr;  a dimycocerosyl phthiocerol + 2 a holo-[mycocerosic acid synthase]	CPD-18612, Phthiocerols	
RXN-17260	a phthiodiolone + 2 a tetramethylated mycocerosyl-[mycocerosic acid synthase]  &rarr;  a dimycocerosyl phthiodiolone + 2 a holo-[mycocerosic acid synthase]	CPD-18651, Phthiodiolones	
RXN-17245	a phthiodiolone + NADP<sup>+</sup>  &larr;  a phthiodiolenone + NADPH + H<SUP>+</SUP>	Phthiodiolenones, Phthiodiolones, PROTON, NADP, NADPH	
RXN-17243	a phthiotriol + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + a phthiocerol + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, Phthiocerols, Phthiotriols, PROTON	
RXN-17244	a phthiotriol + NADP<sup>+</sup>  =  a phthiodiolone + NADPH + H<SUP>+</SUP>	Phthiodiolones, Phthiotriols, PROTON, NADP, NADPH	
RXN3O-4042	a phytoceramide + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + dioxygen + 2 H<SUP>+</SUP>  &rarr;  a (2'R)-2'-hydroxy-phytoceramide + 2 a ferricytochrome <i>b<sub>5</sub></i> + H<sub>2</sub>O	Alpha-hydroxyphytoceramides, Phytoceramides, OXYGEN-MOLECULE, WATER, PROTON	
